valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2024-W49,week,CH,country,5 - 14,agegroup_ili_ari,all,985.8,19538.3,1211.1,107.48,1.73,16.9,rising,TRUE
consultations,2024-W49,week,CH,country,65+,agegroup_ili_ari,all,527.9,36219.2,3712.6,30.37,0.3,9,stagnant,TRUE
consultations,2024-W49,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2024-W50,week,CH,country,0 - 4,agegroup_ili_ari,all,1372.4,8812.9,983.6,317.72,2.85,21.4,rising,TRUE
consultations,2024-W50,week,CH,country,15 - 29,agegroup_ili_ari,all,1289.3,31061.3,1283.8,86.92,2.1,20.1,rising,TRUE
consultations,2024-W50,week,CH,country,30 - 64,agegroup_ili_ari,all,2612.8,93277.5,4703.7,58.96,1.17,40.7,stagnant,TRUE
consultations,2024-W50,week,CH,country,5 - 14,agegroup_ili_ari,all,672.8,19085.7,1217.9,73.35,1.15,10.5,falling,TRUE
consultations,2024-W50,week,CH,country,65+,agegroup_ili_ari,all,472.5,36787.1,3929,27.18,0.25,7.4,stagnant,TRUE
consultations,2024-W50,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2024-W51,week,CH,country,0 - 4,agegroup_ili_ari,all,1078.7,9210.1,1041.2,249.73,2.21,15.2,stagnant,TRUE
consultations,2024-W51,week,CH,country,15 - 29,agegroup_ili_ari,all,1135.6,31348.4,1290.8,76.56,1.86,16,stagnant,TRUE
consultations,2024-W51,week,CH,country,30 - 64,agegroup_ili_ari,all,3125,93587.3,4691.4,70.52,1.41,44,rising,TRUE
consultations,2024-W51,week,CH,country,5 - 14,agegroup_ili_ari,all,1205.8,19777.8,1263.9,131.46,2.06,17,rising,TRUE
consultations,2024-W51,week,CH,country,65+,agegroup_ili_ari,all,564.6,36940.7,3918.7,32.48,0.31,7.9,stagnant,TRUE
consultations,2024-W51,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2024-W52,week,CH,country,0 - 4,agegroup_ili_ari,all,325.9,6625.8,323.5,75.46,1.55,6.7,falling,TRUE
consultations,2024-W52,week,CH,country,15 - 29,agegroup_ili_ari,all,878,20273.4,367.6,59.19,3.26,17.9,falling,TRUE
consultations,2024-W52,week,CH,country,30 - 64,agegroup_ili_ari,all,2459,59468.5,1337.2,55.49,2.47,50.3,stagnant,TRUE
consultations,2024-W52,week,CH,country,5 - 14,agegroup_ili_ari,all,781.9,14076.8,377.7,85.25,3.18,16,stagnant,TRUE
consultations,2024-W52,week,CH,country,65+,agegroup_ili_ari,all,446.6,23353.5,1105,25.69,0.54,9.1,stagnant,TRUE
consultations,2024-W52,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W01,week,CH,country,0 - 4,agegroup_ili_ari,all,1276.4,5076.1,323.5,295.5,4.64,10.9,rising,TRUE
consultations,2025-W01,week,CH,country,15 - 29,agegroup_ili_ari,all,1691,15789.2,395.7,114,4.55,14.5,rising,TRUE
consultations,2025-W01,week,CH,country,30 - 64,agegroup_ili_ari,all,6355.1,46022,1435.8,143.41,4.6,54.3,rising,TRUE
consultations,2025-W01,week,CH,country,5 - 14,agegroup_ili_ari,all,931.5,10831.3,389.7,101.56,2.82,8,stagnant,TRUE
consultations,2025-W01,week,CH,country,65+,agegroup_ili_ari,all,1447.7,18011.3,1186.2,83.28,1.26,12.4,rising,TRUE
consultations,2025-W01,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W02,week,CH,country,0 - 4,agegroup_ili_ari,all,1497.3,9808.5,1024.5,346.64,3.32,9.6,rising,TRUE
consultations,2025-W02,week,CH,country,15 - 29,agegroup_ili_ari,all,2856.7,34788.3,1428.5,192.59,4.69,18.2,rising,TRUE
consultations,2025-W02,week,CH,country,30 - 64,agegroup_ili_ari,all,7922.5,104035.7,5255.3,178.78,3.54,50.6,rising,TRUE
consultations,2025-W02,week,CH,country,5 - 14,agegroup_ili_ari,all,1382.3,21232.6,1266,150.71,2.53,8.8,rising,TRUE
consultations,2025-W02,week,CH,country,65+,agegroup_ili_ari,all,2006.3,40723.9,4349.7,115.41,1.08,12.8,rising,TRUE
consultations,2025-W02,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W03,week,CH,country,0 - 4,agegroup_ili_ari,all,1838.4,11042.7,1213.5,425.62,3.87,11.3,rising,TRUE
consultations,2025-W03,week,CH,country,15 - 29,agegroup_ili_ari,all,3051.2,35488.3,1483.9,205.7,4.92,18.7,stagnant,TRUE
consultations,2025-W03,week,CH,country,30 - 64,agegroup_ili_ari,all,6640.5,104769.2,5359.5,149.85,2.93,40.7,stagnant,TRUE
consultations,2025-W03,week,CH,country,5 - 14,agegroup_ili_ari,all,3494.7,23621.3,1477.8,381.01,6.09,21.4,rising,TRUE
consultations,2025-W03,week,CH,country,65+,agegroup_ili_ari,all,1307.8,41206.2,4457.2,75.23,0.7,8,stagnant,TRUE
consultations,2025-W03,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W04,week,CH,country,0 - 4,agegroup_ili_ari,all,2737.4,11203.2,1247.6,633.75,5.69,13.5,rising,TRUE
consultations,2025-W04,week,CH,country,15 - 29,agegroup_ili_ari,all,3953.3,35269.9,1446.9,266.52,6.5,19.5,rising,TRUE
consultations,2025-W04,week,CH,country,30 - 64,agegroup_ili_ari,all,7993.9,104219,5164.4,180.39,3.64,39.5,stagnant,TRUE
consultations,2025-W04,week,CH,country,5 - 14,agegroup_ili_ari,all,4336.5,23900.7,1516.5,472.79,7.45,21.4,rising,TRUE
consultations,2025-W04,week,CH,country,65+,agegroup_ili_ari,all,1231.3,40945.3,4293.6,70.83,0.68,6.1,stagnant,TRUE
consultations,2025-W04,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W05,week,CH,country,0 - 4,agegroup_ili_ari,all,2554.4,9976.5,1114.7,591.39,5.29,10.7,stagnant,TRUE
consultations,2025-W05,week,CH,country,15 - 29,agegroup_ili_ari,all,4368.9,32932.8,1326.6,294.54,7.31,18.2,rising,TRUE
consultations,2025-W05,week,CH,country,30 - 64,agegroup_ili_ari,all,9095.1,97446.9,4720.5,205.24,4.24,37.9,rising,TRUE
consultations,2025-W05,week,CH,country,5 - 14,agegroup_ili_ari,all,6137.9,21518.5,1377.7,669.19,10.45,25.6,rising,TRUE
consultations,2025-W05,week,CH,country,65+,agegroup_ili_ari,all,1816.4,38281.9,3921.5,104.49,1.02,7.6,rising,TRUE
consultations,2025-W05,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W06,week,CH,country,0 - 4,agegroup_ili_ari,all,2485.3,10949.1,1271.9,575.39,4.95,9.6,stagnant,TRUE
consultations,2025-W06,week,CH,country,15 - 29,agegroup_ili_ari,all,4807.5,34865.1,1392.1,324.11,8.12,18.5,rising,TRUE
consultations,2025-W06,week,CH,country,30 - 64,agegroup_ili_ari,all,11457.5,102108.7,4820.5,258.55,5.48,44.1,rising,TRUE
consultations,2025-W06,week,CH,country,5 - 14,agegroup_ili_ari,all,5222.2,23535.4,1550.2,569.36,8.64,20.1,stagnant,TRUE
consultations,2025-W06,week,CH,country,65+,agegroup_ili_ari,all,2000.4,39974.9,3992.4,115.07,1.15,7.7,rising,TRUE
consultations,2025-W06,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W07,week,CH,country,0 - 4,agegroup_ili_ari,all,1694.2,10962.7,1189.4,392.24,3.62,8.9,falling,TRUE
consultations,2025-W07,week,CH,country,15 - 29,agegroup_ili_ari,all,3939.9,37647.2,1456.7,265.62,6.86,20.8,stagnant,TRUE
consultations,2025-W07,week,CH,country,30 - 64,agegroup_ili_ari,all,7926.1,112381.2,5268.4,178.86,3.82,41.8,falling,TRUE
consultations,2025-W07,week,CH,country,5 - 14,agegroup_ili_ari,all,3842.6,23630.3,1450.3,418.95,6.83,20.3,falling,TRUE
consultations,2025-W07,week,CH,country,65+,agegroup_ili_ari,all,1572.4,44221.4,4386.2,90.45,0.91,8.3,falling,TRUE
consultations,2025-W07,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W08,week,CH,country,0 - 4,agegroup_ili_ari,all,1718.2,11312.5,1167,397.79,3.86,10.4,stagnant,TRUE
consultations,2025-W08,week,CH,country,15 - 29,agegroup_ili_ari,all,3529.7,34459.4,1346.6,237.96,6.09,21.4,falling,TRUE
consultations,2025-W08,week,CH,country,30 - 64,agegroup_ili_ari,all,6430.9,101292,4817.4,145.12,3.05,39,falling,TRUE
consultations,2025-W08,week,CH,country,5 - 14,agegroup_ili_ari,all,3185.3,24187.8,1420.2,347.28,5.91,19.3,falling,TRUE
consultations,2025-W08,week,CH,country,65+,agegroup_ili_ari,all,1612,39899.2,4013.8,92.73,0.92,9.8,stagnant,TRUE
consultations,2025-W08,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W09,week,CH,country,0 - 4,agegroup_ili_ari,all,1362.6,9510.4,967.2,315.45,3.1,12.3,falling,TRUE
consultations,2025-W09,week,CH,country,15 - 29,agegroup_ili_ari,all,2358.2,33336.5,1270.9,158.98,4.17,21.3,falling,TRUE
consultations,2025-W09,week,CH,country,30 - 64,agegroup_ili_ari,all,4013.1,99377.5,4619.6,90.56,1.95,36.2,falling,TRUE
consultations,2025-W09,week,CH,country,5 - 14,agegroup_ili_ari,all,2430,20759.8,1216.4,264.93,4.52,21.9,falling,TRUE
consultations,2025-W09,week,CH,country,65+,agegroup_ili_ari,all,931.8,39177.9,3857.9,53.6,0.54,8.4,falling,TRUE
consultations,2025-W09,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W10,week,CH,country,0 - 4,agegroup_ili_ari,all,857.4,9572.5,969.4,198.49,1.96,8.4,falling,TRUE
consultations,2025-W10,week,CH,country,15 - 29,agegroup_ili_ari,all,2101.4,33881.5,1313.3,141.67,3.66,20.6,falling,TRUE
consultations,2025-W10,week,CH,country,30 - 64,agegroup_ili_ari,all,4801.5,101524.4,4846.8,108.35,2.27,47.1,stagnant,TRUE
consultations,2025-W10,week,CH,country,5 - 14,agegroup_ili_ari,all,1430,20524.8,1176.2,155.91,2.72,14,falling,TRUE
consultations,2025-W10,week,CH,country,65+,agegroup_ili_ari,all,1001.8,39907.5,4037.3,57.63,0.57,9.8,stagnant,TRUE
consultations,2025-W10,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W11,week,CH,country,0 - 4,agegroup_ili_ari,all,632.9,9554.7,1037.9,146.53,1.35,8.1,falling,TRUE
consultations,2025-W11,week,CH,country,15 - 29,agegroup_ili_ari,all,1998.5,32658.3,1309.6,134.73,3.36,25.6,stagnant,TRUE
consultations,2025-W11,week,CH,country,30 - 64,agegroup_ili_ari,all,3593,97431.7,4804.3,81.08,1.64,46.1,falling,TRUE
consultations,2025-W11,week,CH,country,5 - 14,agegroup_ili_ari,all,892.8,20547.4,1248.2,97.34,1.6,11.4,falling,TRUE
consultations,2025-W11,week,CH,country,65+,agegroup_ili_ari,all,683,38179.4,3974.9,39.29,0.38,8.8,falling,TRUE
consultations,2025-W11,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W12,week,CH,country,0 - 4,agegroup_ili_ari,all,311.3,9711.4,993.6,72.08,0.7,5.8,falling,TRUE
consultations,2025-W12,week,CH,country,15 - 29,agegroup_ili_ari,all,1153.6,33431.3,1290.5,77.77,2.01,21.3,falling,TRUE
consultations,2025-W12,week,CH,country,30 - 64,agegroup_ili_ari,all,2538.3,99514,4709,57.28,1.21,46.9,falling,TRUE
consultations,2025-W12,week,CH,country,5 - 14,agegroup_ili_ari,all,743.6,20968.6,1224.3,81.07,1.39,13.7,falling,TRUE
consultations,2025-W12,week,CH,country,65+,agegroup_ili_ari,all,665.5,39186,3924.7,38.28,0.38,12.3,stagnant,TRUE
consultations,2025-W12,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W13,week,CH,country,0 - 4,agegroup_ili_ari,all,566.1,10681.6,997.7,131.07,1.4,15.2,stagnant,TRUE
consultations,2025-W13,week,CH,country,15 - 29,agegroup_ili_ari,all,718.8,37146.8,1338.8,48.46,1.34,19.3,falling,TRUE
consultations,2025-W13,week,CH,country,30 - 64,agegroup_ili_ari,all,1874.5,111102.8,4953.8,42.3,0.95,50.4,falling,TRUE
consultations,2025-W13,week,CH,country,5 - 14,agegroup_ili_ari,all,199.2,23022.1,1227.3,21.72,0.41,5.4,falling,TRUE
consultations,2025-W13,week,CH,country,65+,agegroup_ili_ari,all,358.5,43643.8,4110.4,20.62,0.22,9.6,falling,TRUE
consultations,2025-W13,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W14,week,CH,country,0 - 4,agegroup_ili_ari,all,259.4,11655.8,1033.7,60.06,0.68,7,falling,TRUE
consultations,2025-W14,week,CH,country,15 - 29,agegroup_ili_ari,all,941.5,39391.3,1370,63.47,1.82,25.6,stagnant,TRUE
consultations,2025-W14,week,CH,country,30 - 64,agegroup_ili_ari,all,1437.6,117145.8,5037.5,32.44,0.75,39,falling,TRUE
consultations,2025-W14,week,CH,country,5 - 14,agegroup_ili_ari,all,401,25161.1,1269.5,43.72,0.87,10.9,stagnant,TRUE
consultations,2025-W14,week,CH,country,65+,agegroup_ili_ari,all,642.9,45966.3,4178.3,36.98,0.41,17.5,stagnant,TRUE
consultations,2025-W14,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W15,week,CH,country,0 - 4,agegroup_ili_ari,all,228.5,11341.4,986.1,52.9,0.61,9.2,falling,TRUE
consultations,2025-W15,week,CH,country,15 - 29,agegroup_ili_ari,all,706.2,35706.3,1231.3,47.61,1.38,28.5,stagnant,TRUE
consultations,2025-W15,week,CH,country,30 - 64,agegroup_ili_ari,all,1302.4,105467.6,4478.9,29.39,0.69,52.5,stagnant,TRUE
consultations,2025-W15,week,CH,country,5 - 14,agegroup_ili_ari,all,75.9,24187.6,1189.6,8.27,0.17,3.1,falling,TRUE
consultations,2025-W15,week,CH,country,65+,agegroup_ili_ari,all,168.1,41356.5,3714.1,9.67,0.11,6.8,falling,TRUE
consultations,2025-W15,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W16,week,CH,country,0 - 4,agegroup_ili_ari,all,501.7,8609.1,712,116.16,1.4,21.2,rising,TRUE
consultations,2025-W16,week,CH,country,15 - 29,agegroup_ili_ari,all,594.7,27435.4,890.9,40.09,1.23,25.1,falling,TRUE
consultations,2025-W16,week,CH,country,30 - 64,agegroup_ili_ari,all,755.1,82146.5,3305,17.04,0.42,31.9,falling,TRUE
consultations,2025-W16,week,CH,country,5 - 14,agegroup_ili_ari,all,248.4,18463.7,853.3,27.08,0.59,10.5,stagnant,TRUE
consultations,2025-W16,week,CH,country,65+,agegroup_ili_ari,all,269.3,32286,2743.7,15.49,0.18,11.4,stagnant,TRUE
consultations,2025-W16,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W17,week,CH,country,0 - 4,agegroup_ili_ari,all,193.5,6697.5,563.6,44.79,0.53,9.4,falling,TRUE
consultations,2025-W17,week,CH,country,15 - 29,agegroup_ili_ari,all,577.4,25687,863.6,38.93,1.16,27.9,stagnant,TRUE
consultations,2025-W17,week,CH,country,30 - 64,agegroup_ili_ari,all,960.3,78463.8,3286.8,21.67,0.52,46.4,stagnant,TRUE
consultations,2025-W17,week,CH,country,5 - 14,agegroup_ili_ari,all,0,14637.7,691.4,0,0,0,falling,TRUE
consultations,2025-W17,week,CH,country,65+,agegroup_ili_ari,all,337.4,30909.4,2730.5,19.41,0.22,16.3,rising,TRUE
consultations,2025-W17,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W18,week,CH,country,0 - 4,agegroup_ili_ari,all,123.3,10506.6,889,28.55,0.34,5.9,falling,TRUE
consultations,2025-W18,week,CH,country,15 - 29,agegroup_ili_ari,all,482.4,33820.8,1152.8,32.52,0.95,22.9,falling,TRUE
consultations,2025-W18,week,CH,country,30 - 64,agegroup_ili_ari,all,974.5,100043.5,4247,21.99,0.52,46.3,stagnant,TRUE
consultations,2025-W18,week,CH,country,5 - 14,agegroup_ili_ari,all,81.7,22445.2,1078.2,8.91,0.19,3.9,stagnant,TRUE
consultations,2025-W18,week,CH,country,65+,agegroup_ili_ari,all,441.4,39378.3,3523,25.39,0.28,21,rising,TRUE
consultations,2025-W18,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W19,week,CH,country,0 - 4,agegroup_ili_ari,all,440.8,9797.8,896.3,102.06,1.12,20.3,rising,TRUE
consultations,2025-W19,week,CH,country,15 - 29,agegroup_ili_ari,all,413.7,35855.3,1290.8,27.89,0.77,19,falling,TRUE
consultations,2025-W19,week,CH,country,30 - 64,agegroup_ili_ari,all,697.1,108048.7,4818,15.73,0.35,32,falling,TRUE
consultations,2025-W19,week,CH,country,5 - 14,agegroup_ili_ari,all,172.6,21254.5,1111.4,18.82,0.36,7.9,rising,TRUE
consultations,2025-W19,week,CH,country,65+,agegroup_ili_ari,all,451.8,42328,3989.5,25.99,0.28,20.8,stagnant,TRUE
consultations,2025-W19,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W20,week,CH,country,0 - 4,agegroup_ili_ari,all,85.8,10072,951.2,19.86,0.21,6.9,falling,TRUE
consultations,2025-W20,week,CH,country,15 - 29,agegroup_ili_ari,all,208.3,35608.9,1290.4,14.04,0.39,16.8,falling,TRUE
consultations,2025-W20,week,CH,country,30 - 64,agegroup_ili_ari,all,660.3,107376.4,4766.5,14.9,0.34,53.1,stagnant,TRUE
consultations,2025-W20,week,CH,country,5 - 14,agegroup_ili_ari,all,0,21866.5,1177.3,0,0,0,falling,TRUE
consultations,2025-W20,week,CH,country,65+,agegroup_ili_ari,all,288.6,42165.2,3963.6,16.6,0.18,23.2,falling,TRUE
consultations,2025-W20,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W21,week,CH,country,0 - 4,agegroup_ili_ari,all,209.1,10331.6,933.6,48.4,0.54,16.8,stagnant,TRUE
consultations,2025-W21,week,CH,country,15 - 29,agegroup_ili_ari,all,237.2,37528.7,1285.6,15.99,0.47,19.1,stagnant,TRUE
consultations,2025-W21,week,CH,country,30 - 64,agegroup_ili_ari,all,313.3,113097.6,4743.5,7.07,0.17,25.2,falling,TRUE
consultations,2025-W21,week,CH,country,5 - 14,agegroup_ili_ari,all,326.5,22470.1,1153.6,35.6,0.69,26.3,rising,TRUE
consultations,2025-W21,week,CH,country,65+,agegroup_ili_ari,all,157.2,44234.4,3918.7,9.04,0.1,12.6,falling,TRUE
consultations,2025-W21,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W22,week,CH,country,0 - 4,agegroup_ili_ari,all,274.8,7859.5,728,63.62,0.69,21.5,rising,TRUE
consultations,2025-W22,week,CH,country,15 - 29,agegroup_ili_ari,all,368.7,28157.5,989.9,24.86,0.71,28.9,rising,TRUE
consultations,2025-W22,week,CH,country,30 - 64,agegroup_ili_ari,all,261,84820.5,3654.7,5.89,0.14,20.4,falling,TRUE
consultations,2025-W22,week,CH,country,5 - 14,agegroup_ili_ari,all,214.5,17102.6,902.2,23.39,0.44,16.8,stagnant,TRUE
consultations,2025-W22,week,CH,country,65+,agegroup_ili_ari,all,157.3,33133.2,3013.2,9.05,0.1,12.3,stagnant,TRUE
consultations,2025-W22,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W23,week,CH,country,0 - 4,agegroup_ili_ari,all,324.4,9320.7,886.9,75.1,0.79,19.5,rising,TRUE
consultations,2025-W23,week,CH,country,15 - 29,agegroup_ili_ari,all,301.3,34469.5,1262.8,20.31,0.55,18.1,stagnant,TRUE
consultations,2025-W23,week,CH,country,30 - 64,agegroup_ili_ari,all,555.3,103783.9,4669.3,12.53,0.28,33.4,rising,TRUE
consultations,2025-W23,week,CH,country,5 - 14,agegroup_ili_ari,all,179.9,20394.7,1107.6,19.61,0.36,10.8,falling,TRUE
consultations,2025-W23,week,CH,country,65+,agegroup_ili_ari,all,299.9,40570.5,3852.4,17.25,0.18,18.1,rising,TRUE
consultations,2025-W23,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W24,week,CH,country,0 - 4,agegroup_ili_ari,all,439,7870.9,733.4,101.64,1.09,17.8,rising,TRUE
consultations,2025-W24,week,CH,country,15 - 29,agegroup_ili_ari,all,467.8,28531,1028.7,31.54,0.87,19,rising,TRUE
consultations,2025-W24,week,CH,country,30 - 64,agegroup_ili_ari,all,823.4,86104.1,3828.7,18.58,0.42,33.4,rising,TRUE
consultations,2025-W24,week,CH,country,5 - 14,agegroup_ili_ari,all,480.3,17188.9,905.5,52.36,0.99,19.5,rising,TRUE
consultations,2025-W24,week,CH,country,65+,agegroup_ili_ari,all,257.5,33761.8,3169.8,14.81,0.16,10.4,stagnant,TRUE
consultations,2025-W24,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2025-W25,week,CH,country,0 - 4,agegroup_ili_ari,all,209.1,8261.9,787.8,48.41,0.51,13.2,falling,TRUE
consultations,2025-W25,week,CH,country,15 - 29,agegroup_ili_ari,all,319.1,27897.7,1010.8,21.51,0.59,20.1,stagnant,TRUE
consultations,2025-W25,week,CH,country,30 - 64,agegroup_ili_ari,all,588.5,82818.3,3673.5,13.28,0.3,37.1,stagnant,TRUE
consultations,2025-W25,week,CH,country,5 - 14,agegroup_ili_ari,all,308,17866.9,955.7,33.58,0.63,19.4,stagnant,TRUE
consultations,2025-W25,week,CH,country,65+,agegroup_ili_ari,all,161.5,32283,3022.2,9.29,0.1,10.2,falling,TRUE
consultations,2025-W25,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W01,week,CH,country,all,agegroup_ili_ari,female,4065.9,52898.8,2965.3,98.3,1.75,56.2,NA,TRUE
consultations,2013-W01,week,CH,country,all,agegroup_ili_ari,male,3170.1,52253.4,2628.7,78.46,1.56,43.8,NA,TRUE
consultations,2013-W01,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W02,week,CH,country,all,agegroup_ili_ari,female,6675.4,82411.1,7545.8,161.39,1.76,53.8,NA,TRUE
consultations,2013-W02,week,CH,country,all,agegroup_ili_ari,male,5725.7,81152.7,6647.2,141.71,1.73,46.2,NA,TRUE
consultations,2013-W02,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W03,week,CH,country,all,agegroup_ili_ari,female,8095.7,87874.2,8136.6,195.73,2.11,47.7,rising,TRUE
consultations,2013-W03,week,CH,country,all,agegroup_ili_ari,male,8871.9,86527.2,7160.4,219.58,2.65,52.3,rising,TRUE
consultations,2013-W03,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W04,week,CH,country,all,agegroup_ili_ari,female,11796.8,88354.9,8027.1,285.21,3.14,47.8,rising,TRUE
consultations,2013-W04,week,CH,country,all,agegroup_ili_ari,male,12885.7,86856.2,7063.9,318.92,3.92,52.2,rising,TRUE
consultations,2013-W04,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W05,week,CH,country,all,agegroup_ili_ari,female,17138.6,89535.1,7952.6,414.36,4.67,50.1,rising,TRUE
consultations,2013-W05,week,CH,country,all,agegroup_ili_ari,male,17052.9,88139.3,7029.4,422.06,5.29,49.9,rising,TRUE
consultations,2013-W05,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W06,week,CH,country,all,agegroup_ili_ari,female,19257.2,89780.5,7850,465.58,5.32,48.8,rising,TRUE
consultations,2013-W06,week,CH,country,all,agegroup_ili_ari,male,20242,88226,6920,500.99,6.39,51.2,rising,TRUE
consultations,2013-W06,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W07,week,CH,country,all,agegroup_ili_ari,female,15848.6,78294.4,6720.3,383.17,4.46,50.4,stagnant,TRUE
consultations,2013-W07,week,CH,country,all,agegroup_ili_ari,male,15607.3,76887.2,5862.7,386.28,5.07,49.6,stagnant,TRUE
consultations,2013-W07,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W08,week,CH,country,all,agegroup_ili_ari,female,11453.5,80170.9,6931.9,276.91,3.2,44.4,falling,TRUE
consultations,2013-W08,week,CH,country,all,agegroup_ili_ari,male,14328.5,78954.6,6129.1,354.63,4.57,55.6,stagnant,TRUE
consultations,2013-W08,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W09,week,CH,country,all,agegroup_ili_ari,female,8151.1,87278,7391.1,197.07,2.33,45.6,falling,TRUE
consultations,2013-W09,week,CH,country,all,agegroup_ili_ari,male,9728.1,85974.9,6527.9,240.77,3.17,54.4,falling,TRUE
consultations,2013-W09,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W10,week,CH,country,all,agegroup_ili_ari,female,8458,84112.4,7238.3,204.49,2.38,47.4,stagnant,TRUE
consultations,2013-W10,week,CH,country,all,agegroup_ili_ari,male,9393.9,83011.2,6419.7,232.5,3.01,52.6,stagnant,TRUE
consultations,2013-W10,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W11,week,CH,country,all,agegroup_ili_ari,female,4348.8,85598.8,7673.6,105.14,1.17,49.3,falling,TRUE
consultations,2013-W11,week,CH,country,all,agegroup_ili_ari,male,4464.2,84166.9,6727.4,110.49,1.38,50.7,falling,TRUE
consultations,2013-W11,week,CH,country,all,agegroup_ili_ari,unknown,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W12,week,CH,country,all,agegroup_ili_ari,female,3183.6,87048.2,7470.4,76.97,0.9,48.3,falling,TRUE
consultations,2013-W12,week,CH,country,all,agegroup_ili_ari,male,3402.8,85495,6531.6,84.22,1.1,51.7,falling,TRUE
